product_no,review_id,rating,text,created_at
2,381598141568,1,"설치일자 조율 관련해서 최악입니다. 진심 동네 구멍가게도 이거보다 나을거에요. 부모님 댁에 설치해드리기 위해 주문했습니다. 1. 어쨌든 해피콜 받고, 기사님 연락올거라더니 설치요청한 3일전에도 연락이 없어서, 직접 고객센터에 전화함 2. 고객센터에서는 기사님이 전화하지않으면 고객센터에서 어떻게 해줄 방법이 없다고 안내함.. (진심 이게 맞나 싶음) 하루전날엔 전화갈거라고 안내받음 3.하루전날인데도 전화안와서 다시 전화함. 내일 설치고 오전에 설치요청인데 아직 전화가 안온다, 어떻게 된거냐 하니 연락요청하겠다고 함 (어제는 기사님이 연락안하면 고객센터에서 방법없다면서요..???) 4. 기사님 짜증섞인 목소리로 전화가 옴. 원래 당일에 전화한다고함... (저는 오전에 설치받아야되는데 당일 전화와서 언제 시간 조율하고 온다는거죠..?) 난 오전에 요청한다 근데 오전에 전화와서 못간다고 하면 난 어쩌냐? 한참 실랑이함. 설치기사님 아몰라 시전. 어쨌든 오전에 전화할거임. 오전에 자기가 들를곳 여러군데 다 전화돌려서 스케줄 맞춰서 움직일거임 아 몰랑 시전.. 열받지만 전화로 어{떻게 될게 아니라 일단 알겠다. 그럼 몇시에전화줄거냐 하니 8시에 전화주겠다고 함.. 출근해서 한창 바쁠시간인데..알겠다고 하고 끊음. 5. 설치요청 당일 8시에 전화가옴. 11시에 온다고 함. 알았다고 하고 부모님이랑 시간을 맞춰놓음 (부모님댁에 설치해드리는거라서..) 한창 회의하고 일하고있는데 10시쯤 다시 전화가옴.. 뭐가잘못됐나싶어 급히 전화받음. 오전에 들를곳 한군데 취소됐다고 지금 가도 되냐고 함. 물어보겠다고 하니 이미 근처 와있다고 함.. 이건 사실상의 통보잖아요..?? 다행히 부모님이 댁에 계셔서 가시면 된다고 말씀드림.. 6. 그 요란을 떨고 설치는 10분도 안걸림...(기존거 들어내고 그냥 얹고 끝...) 하.. 진심.. 제품은 제가 아직 본가 부모님댁을 안가봐서 모르겠지만.. 진심 .. 서비스 최악입니다. 이래서 나중에 AS받을일 생기면 진심.. 걱정됩니다.. 왜 제품이 좋고 나쁘고를 떠나서 왜 대기업제품을 웃돈주고 사는지 알겠습니다.. 그 돈이 서비스 값이겠지요... 진짜 두 번은 겪고싶지않은 경험이었습니다..",2025-04-19 19:55:14+00:00
2,411573179925,1,주문은 제가하고 설치할때는 다른사람이 있었는데 설치기사는 껀당으로 하는거라고 시간이 돈이라며 바쁜지 대충하면서 저한테는 밑받침 1.5cm까지는 무료로 설치할수 있다고하곤 설치할때는 10만원짜리 서비스로 드린거라고 하고 갔다더군요. 핑크로 시켰는데 민트색이 왔다고 하니 자기는 설치만하는거라고.. 고객센터로 얘기하라는데 고객센터는 ai만 답변하고 빙빙돌리기만 하는군요. 최악입니다. 집에 있는 쿠쿠밥솥도 던져버리고 싶다는...다시는 쿠쿠꺼 안산다!,2025-05-30 17:01:54+00:00
2,415806189386,5,"리모델링을 끝내고 인덕션 설치를 마쳤는데, 설치기사님이 잘못된모델을 들고오셔서 설치하셨다가 인지하시고는 조금있다 제대로 된 모델 들고오셔서 설치해주신다하셔서 알겠다고 그러고 조금 있다 오신분은 인덕션 전문기사님은 아니었던건지 인덕션 사용방법을 잘 몰라 책자 읽어가며 설명해주시더라구요 최선을 다해설명해주셔서 딱히 뭐라말씀 드리진 않았습니다만 본인이 잘못된 모델을 가져와서 잘못 설치후 알았다면 본인이 다시와서 재설치를 하든 전문업자를 불러줘야 했어야 하지 않았나 생각이 듭니다. 그 외 별개로 다들 괜찮다고만 하셔서 단점을 꼽아보자면 삼성 비스포크 인덕션을 써보고 이번에 쿠쿠에 무광이 있어서 구매를 했는데 외관이나 디자인 무광이라 세련되었지만 화력이.... 개인적으로 많이 약하다는 생각이 듭니다. 설치해주시면서 요리하면서 3구나 2구를 다이용하는 경우는 잘 없어서 1구만 사용할때는 괜찮으실 거다 라고 했는데, 1구 맥스해놓고 2구에 맥스하면 1구 맥스로 해놨던 화력이 떨어집니다. 끓는 속도가 빠른지도 모르겠구요. 성격급하신 분들이라면 한번 쯤 다시 생각해보는 것도 좋을 것 같네요.",2025-12-20 18:22:21+00:00
2,446590370081,1,진짜 개열받음 여기 직원 교육 너무 이상하게시키네,2025-08-01 20:14:44+00:00
2,447523800544,5,인더션을 처음으로 설치 했습니다~~ 이게 왠걸 엄청 좋네요. 냄비가 사용되는지 확인도 가능하고 그리고 안전도 생각해서 냄비를 안올리고 열을 가하면 음성으로 알려주고 조금 있다가 커지네요~~~~ 그리고 디자인도 마음에 들어요 화이트 정말 사랑입니다. 얼룩이 졌으땐 닦기도 편했어요👍,2026-01-02 15:43:24+00:00
2,464126813808,1,설치 기사가 우리집 싱크대를 함부로 부셔놓고 그냥 가네요.ㅡㅡ,2025-04-04 19:23:33+00:00
2,471203803401,5,"이번에 새집으로 이사하면서 장만한 ""쿠쿠 인덕션 화이트 3구"" 주방 상판이 화이트라서 화이트 색상의 인덕션을 찾다보니 마침 쿠쿠에 있는 모델이 가격도 저렴해서 바로 구매했어요! 상판은 '무광'으로 주문했는데 더 단단하다고 하더라구요! 일단 전원을 켜면 몇 초도 안되서 바로 열이 올라오더라구요 이전에 사용하던 켜놓고 몆 분 지나야 열이 올라왔는데 새제품이라서 그런지 열이 바로 올라와버림!! 3구인데 오른쪽 1구는 크기가 커서 큰 냄비를 올려두고 조리가 가능할거 같아요! 온도도 1단계부터 9단계, 맥스까지 바로 바로 눌러 올릴 수 있어서 완전 좋네요 아무튼 완전 만족합니다!! LG나 삼성 제품에 가격은 착하면서 퀄리티는 어느 브랜드 못지 않게 좋네요!! 대만족!!! 쿠쿠 식세기도 같이 구매했는데 진짜 쿠쿠전자는 가격대비 너무 좋은거 같아요 👍",2025-12-29 10:40:19+00:00
2,473703884129,1,무료타공이아닙니다 타공힘들다 설치안하고가 직접타공하고 연락하니 이틀후에야 판매자문의로항의문자보내고 설치받았어요 무료타공부분은빼고판매하세요,2024-07-16 21:16:45+00:00
2,508115766662,1,최악이에요ㅜㅜ 전채타공된다고 해서 주문했는데 타공안됨ㅜㅜ 셀프로 타공함,2025-06-26 16:00:24+00:00
2,512565515642,1,다른분들 낮은 리뷰가 직접 겪어보니 이해가 가네요. 분명 해당 날짜에 설치하시기로 해서 일도 쉬고 기다리고 있었는데 아침 8시에 전화와서는 재고가 없어서 오늘 설치가 어렵다고…ㅋㅋ 이렇게 무책임한게 어딨나요? 어이가없어서 기사랑 전화랑 싸우니까 그때서야 알아보고 전화준다고 하고 다른데서 물건 구해왔다고 선심쓰듯이 해주겠다고 전화오셨네요. 고객이 소리지르면 해결해주는 일이었다는게 너무 어이가 없고 기가막힙니다 제가 이걸 구매하기 전으로 돌아간다면 정말 다시 생각해볼거에요 싼게 비지떡이란 말이 괜히 있는게 아닙니다 정말로요,2025-02-28 10:33:38+00:00
2,518275585910,5,"며칠 써보니 왜 이렇게 후기가 좋은지 알겠더라고요. 무광 상판 실제로 보니 훨씬 고급스럽고 실사용에서도 장점이 많았어요. 유광처럼 물자국이나 미세한 기스가 바로 눈에 들어오는 일이 없어서 늘 깔끔해 보이고, 손자국도 티가 안 나요. 관리하면서 스트레스 받을 일이 적어져서 이 부분이 생각보다 엄청 마음에 듭니다. 제가 바꾸게 된 가장 큰 이유는 기존에 쓰던 하이라이트가 효율이 너무 낮고 주변 열이 심하게 퍼져서 가끔 기기 아래쪽에서 연기까지 올라오는 상황이 있었기 때문인데요. 인덕션은 주변으로 열이 확 퍼지는 느낌이 전혀 없어요. 저희 집 주방 구조상 열이 잘 안 빠져서 여름철에 요리할 때 너무 힘들었는데, 며칠 써보니 내년에는 땀 안흘리고 음식 할 수 있을듯요ㅎㅎㅎ 더위 많이 타시는 분들께도 강력 추천합니다!!! 참 상판 잔열도 다른 열원에 비해 금방 식어서 안전해요. 설치도 타공 사이즈가 딱 맞아서 기사님이 오셔서 10분 만에 설치를 끝내고 가셨어요. 새 제품이라 혹시 기스가 있을까 싶어 플래시까지 켜고 꼼꼼히 살폈는데 정말 말끔한 양품이 왔습니다. 디자인 자체가 깔끔해서 그런지 설치하고 나니 주방이 훨씬 환해 보이는 효과도 있더라고요. 그리고 은근히 만족도가 컸던 부분이 구매확정 포인트였어요. 거의 9만원 정도를 받을 수 있으니, 스텐 코팅팬과 스텐 웍 두 개 정도는 포인트로 구매할 수 있다는 게 꿀팁이라면 꿀팁,,,?? 성능도 아주 좋고 실사용 편의성도 높아서 전체적으로 아주 합리적인 소비였다고 느끼는 제품이에요. 추천합니다!",2025-12-05 17:42:41+00:00
2,523399716670,5,"주방을 정리하면서 인덕션을 새로 설치하게 되었는데, 고민 끝에 선택한 제품이 쿠쿠 인덕션 3구 화이트입니다. 며칠 사용해보니 확실히 장점이 뚜렷했고, 사용하면서 느낀 아쉬움도 있어서 솔직하게 남겨봅니다. 화이트 글라스 상판은 생각보다 훨씬 깔끔했습니다. 주방 조명 아래에서 은은하게 반사되는 느낌이 고급스럽고, 전체 톤이 밝아지면서 분위기가 꽤 달라졌습니다. 개인적으로는 디자인 만족도가 가장 높은 제품이었어요. 성능 면에서는 화력이 특히 인상적입니다. 물 끓이는 속도가 눈에 띄게 빠릅니다. 예전에 쓰던 가스레인지보다 훨씬 빠르게 조리가 가능해서 바쁜 시간에 작은 체감이 꽤 크게 다가왔습니다. 라면, 파스타 같은 간단한 요리부터 국물 요리까지 전반적으로 시간 절약이 됐습니다. 조작감은 직관적이고 반응이 빠릅니다. 슬라이드 방식으로 온도를 조절할 때 답답함이 없고, 버튼 터치감도 민감한 편입니다. 인덕션 특유의 ‘반응이 늦다’는 느낌이 거의 없어서 스트레스 없이 요리할 수 있었어요. 소음도 조용한 편에 속합니다. 팬 소리가 크게 들리지 않고 후드를 켜면 거의 묻힐 정도라 밤 시간대 사용해도 불편함이 없었습니다. 청소는 화이트라서 얼룩이 잘 보이긴 하지만, 오히려 그게 장점처럼 느껴졌습니다. 바로 닦아내다 보니 늘 새 제품처럼 관리가 됩니다. 표면 유리도 단단한 느낌이라 스크래치 걱정은 크게 없었습니다. 사용하면서 가장 아쉬웠던 점은 설치를 매립으로 하지 못한 부분입니다. 주방 상판과 하나로 이어지게 매립형으로 설치했다면 훨씬 미니멀하고 완성도가 높았을 것 같아요. 청소 편의성도 더 올라갔을 텐데 여건상 그게 어려웠던 게 조금 아쉽습니다. 전체적으로 보면 디자인 만족도와 화력, 조작감 모두 기대 이상이라 선택에 후회는 없습니다. 매립 설치만 가능했다면 완벽에 가까웠을 텐데, 그 부분만 제외하면 매우 만족스럽게 사용 중입니다.",2025-12-04 10:56:02+00:00
2,532367266775,5,"🖤배송 및 설치: 주문하고 2-3일정도 소요되서 배송받았고 주문되기전에 상담원분이 연락와서 주문확인을 해주셨어용. 그 다음 따로 설치기사님이 전화오셔서 방문 및 설치 시간을 정했습니다. 일단 무료설치여서 진짜 좋았어요!! 신생아가 있어서 소곤소곤 말하는데도 같이 소곤소곤해주시더라구요 감사했어요ㅠㅠㅎ 🖤디자인: 저희집 주방은 그레이 톤인데 후기 중에 그레이톤 주방에 상품 사진이 없어서 저처럼 고민하고 궁금해하시는 분들을 위해 찍었으니 꼭 참고하세요!! 깔끔하고 밝아졌어요. 친구들 가족들이 모두 예쁘다고 링크 보내라고해서 공유했답니다^^ 🖤사용법: 제가 엄청난 기계치인데 사용법 간단합니다. 설치기사님께 물어봤더니 친절하게 가르쳐주시니 너무 겁먹지 않으셔도되고 부모님들고 금방 사용하실 수 있으니 걱정노노하세요!! 🖤가격 및 만족도: 쿠쿠세일기간에 비교적 저렴한 금액에 좋은 상품을 구입한 것 같아요! 세일한다고 하면 고민없이 겟하시길 바랍니다~ 국내산 제품에, 쉬운 사용법, 그리고 절대 놓치기 싫었던!!! 예쁜디자인!! 정말 만족합니다^^ good",2025-12-01 13:30:36+00:00
2,533799886737,5,음식은 불맛이라는 신조로 살다가 집안 공기청정기가 위험 싸인을 매번 보내는걸 보고는 건강 생각해서 인덕션으로 바꾸게 되었습니다. 적응해야할 조건들이 조금 생기긴 했지만 점차 적응해 가면서 지금은 매우 만족하게 사용하고 있네요~ 청소도 간편하고 깔끔한 주방이 음식하는데 도움이 많이 됩니다. 터치형이라 조작패널부 물기있는 행주로 닦으면 터치가 잘 되지않는 경우가 있으니 마른행주나 티슈로 잘 닦고 사용해야 하는건 참고 해주셔야 하겠습니다~!! 디자인도 군더더기 없고 합리적인 가격이라 생각해서 매우 추전합니다~^^,2025-12-28 19:03:26+00:00
2,554930386841,5,친절하고 빠른배송 깔끔하고 세련된 디자인 쿠쿠 하세요. 밥솥 정수기 식세기 인덕션 추가 만족스러워요,2026-01-03 23:11:47+00:00
2,587511110497,5,"다른 기업 제품들을 고민하다가 가격적인 측면에서 훨씬 메리트가 있었던 쿠쿠로 선택해봤습니다! 쿠쿠 제품은 밥솥 이외에 인덕션이 처음인데 너무 깔끔하고 맘에 들어요. 주방을 자꾸 들어가고 싶게 만든달까요? 1. 인덕션 색상 집 인테리어가 전첵적으로 화이트톤이라 실버랑 고민했는데 결과적으로는 화이트가 찰떡으로 잘 어울리네요. 무광, 유광도 얼마나 고민이 되던지... 뭔가 매끈하게 잘 닦여서 관리가 쉬울 것 같은 유광으로 선택했습니다. 너무 번쩍번쩍하진 않을까 살짝 걱정됐는데 생각보다 거슬리지 않고 예쁘게(?) 반짝거리는 스타일이에요. 2. 배송 및 설치 설치 기사님과 소통도 원활했고, 원하는 날과 시간대 맞춰서 설치도 금방 잘 해주셨습니다. 인테리어 후 들인 제품이라 씽크대 제작할 때 쿠쿠 인덕션 사이즈에 맞춰 타공하여 조금 더 신속하게 설치가 될 수 있었던 것 같습니다. 간단히 조작하는 방법과 함께 설명서, 인덕션 클리너도 함께 챙겨주셨어요. 불필요한 말 없이 깔끔하고 군더더기 없이 설치해주고 가셔서 좋았어요. 3. 인덕션 사용 후기 사실 이전 집들은 전부 가스를 사용했다가 이번에 부모님의 강력 추천으로 인덕션으로 변경했는데요. 쿠쿠 인덕션은 조작 방법도 직관적이라 어렵지 않아서 처음 사용하시는 분들도 불편함 없이 사용할 수 있겠더라고요. 켜지면 음성도 나오고, 타이머 조절에 잠시 멈추는 기능까지! 가스 불 사용할 때는 없던 기능들이 있어서 유용하게 사용할 수 있을 것 같습니다. 평면으로 되어 있으니 청소도 용이해서 좋아요. 사용하고 행주로 슥 닦기만 하면 되니까 관리도 참 수월할 것 같습니다. 무엇보다 칙칙한 가스대신 화사한 인덕션이 씽크대에 자리 잡고 있으니 계속 요리를 하고 싶게 되더라고요. :) 다른 제품들 구입도 고민했었는데 저는 쿠쿠 인덕션도 충분히 만족스럽네요! 조금 더 사용해보고, 찐 한 달 후기도 남겨보도록 하겠습니다.",2025-12-11 22:28:06+00:00
2,623879943152,1,고주파에 진작 설치하기전에 매립식 가능한지 확인을 하고 올 것이지 뒤늦게 강뇨하는 것도 아니고 화가 납니다,2025-10-29 13:07:17+00:00
2,633944151576,5,오오 배송도 원하는 시간에 해주시고 설치고 설명도 너무 친절하세요~~ 상판에 코너에 금간곳이 있어서 스텐레스 테두리 1cm 틑도 무료로 제공되고 깔끔하고 영롱합니다. 나중에 실증나면 테두리도 손쉽게 제가 제거할수도 있어서 우선 받아서 설치했어요. 금가있는 상판도 가려주고 인덕션에 스테인레스 띠랑 연결되서 깔끔하게 세트같은 느낌입니다. 사은품으로 스크래퍼랑 전용세제도 주셨는데 스크레퍼는 지양해달라고 하셨어요. 인덕션 상판이 오히려 더 상할꺼라고~~~ 쉐프스틱도 옵션 4만원주고 추가해서 스테이크랑 국 끓일때 유용하게 사용할께요. 싱크대 상판이 너뮤 깔끔해졌어요. 주변에서 쿠쿠 강추하서 샀는데.. OEM으로 만드는 삼성.엘지보다 스크레치에도 상판이 강성.내구성 다 좋아서 가성비 진짜 좋네요. 쿠쿠 인덕션 강추합니다. 입주때쓰던 검정 하이라이터 쓰다 바꾸니 속 시원합니다...!!!,2025-11-15 17:20:43+00:00
2,648602084805,5,배송이 정말 빠르고 기사님 친절하게 설치해주고가셨습니다. 사용법이 편리하고 디자인도 너무 예뻐요. 전원 켜고 끌때 쿠쿠음악소리 너무 귀엽네요.아직 입주전이라 요리는 못해봤지만 인덕션 처음 이라 너무 기대됩니다. 무광이라 요금추가됐지만 훨씬 고급스럽고 깔금해요 창소도 용이하다고하니 청결하게 유지할수 있을것같아요.,2025-12-29 09:19:35+00:00
2,650794438492,1,무광흰색이덕션구입하고 딱3번사용하여 상판색상오염이나타나서 대실망이며 서비스신청해서 기사님오셔가지고 직접 약품청소를해도 하나도 색상복원되지않았는데 본사에서는 이런상판색오염가지고는 상판교체않된다는 말만들음. 새제품인데도불구하고 흰색상판은 당연히 색상오염된다는 황당한소리만을 되풀이해서 쿠쿠제품 큰실망며 소비자입장에선 몇개월사용하다가 이럴경우엔 어느정도이해가는 부분도있지만 두세번사용으로도 색상오염이 있을수있다니 말도않되는 쿠쿠측의대응으로 마음의상처가 큽니다. 이글을읽으신 쿠쿠인덕션구매예정이신분들께서는 다른회사의 제품으로 생각을바꾸시길 바랍니다.,2025-05-31 17:46:52+00:00
2,652497930205,5,"신혼집 새로 들어오면서 가전 가구 싹 다 좋은거로 맞추는 중인데요, 가스레인지는 건강을 위해 피하고 싶어서, 인덕션 사려고 정말.. 지인 추천, 유튜브 브랜드별 제품별 리뷰, 후기 다 뒤졌거든요. 다 찾아보고 분석한 결과 쿠쿠꺼가 성능이 워낙 좋아서 가성비 최고라는 결론이 나왔어요. 마침 11월에 이사하는 바람에 구매버튼을 누르려던 날 블프 라이브 특가가 떠서 고민도 안하고 바로 샀습니당!! 제품 구매 확인 해피콜 직원분도 너무 친절하셨고, 다른 후기에서 설치기사님 걱정하는 얘기가 많았는데 걱정했던 제 모습이 무색할정도로 기사님도 너무 친절하셨고 설치도 깨끗하고 빠르게 해주셨어요. 설명도 너무 잘 해주셔서 딱히 설명서 안읽어도 적합한 용기 인식, 타이머, 셰프스틱, 온도 조절, H표시 의미 등등 여러가지 기능들 다 쉽게 활용하고 있네요ㅎㅎ 소리.. 시끄럽다는 얘기도 있던데 저는 잘 모르겠어요. 가스불 처음에 탁탁탁하는 소리보다 작던데요? 음성 가이드는 쿠쿠답게 밥솥에서 나는 소리랑 비슷하긴 해요ㅋㅋ(밥솥도 쿠쿠!! >_<) 근데 그렇게 거슬릴 일인지는 저는 잘 모르겠습니당 디자인도,, 화이트 무광 너무 예뻐요,, 얼룩도 잘 지워지고(바로 지워서 그런걸수도..) 깔끔해보여서 신혼집 인테리어랑 너무 잘 어울려요... 인제 곧 친구들도 줄줄이 결혼하는데 인덕션 고민한다는 얘기 들려오면 이 제품 바로 추천할거에요 진짜ㅜㅜ",2025-12-03 11:50:14+00:00
2,679720425217,5,"원래 가스레인지 사용하다가 이사하면서 인덕션이 좋다 청소도편하다는말 듣고 구매했습니다ㅎ 지금 한달 넘게 사용중인데 일단 청소가 진짜 대박이예요ㅠㅠ 가스레인지 청소하다가 시간날리고 잘 안 닦여서 청소도구들 총집합 시키고 날잡아서 청소하고 했었는데 인덕션 완전 신세계입니다👍 따로 주신 전용 세제 같은것도 있지만 저는 아낀다고 그거는 일주일에 한번사용하고 99.9퍼 살균 물티슈로 그냥 슥슥 닦아서 사용하는데 너무편해요ㅠㅠ닦고나면 다시 새것처럼 깔끔합니다ㅎㅎ 삶의질 상승이예요~ 그리고 두번째론 인덕션이 가스레인지 보다 끓는속도가 느리다 라는 말을 예전에 얼핏 들은적이 있었는데 ,, 절대 네버 ! 가스레인지 보다 화력이 더좋아요ㅋㅋㅋ 그리고 세번째 아이 키우는집이라면 안전을 위해서 무조건 입니다! 한달사용 해본 찐후기예요~ ^^ 주위 친구들도 집에놀러 오면 전부 인덕션 이쁘다고 화이트라서 더깔끔하고 보고있으면 요리하고싶은 욕구가 뿜뿜입니다ㅎㅎ 마지막으로 가격면에서 선택을 안할수가없어요 삼성 LG 다 저리가라ㅠㅠ 비싸기만하고,, 기능면에도 그렇고 디자인 부분에서도 쿠쿠를 선택안할 이유가없더라구요 ㅎㅎ 친구도 구매한다고 링크보내달라구해서 냉큼보내고 왕추천했어요 ㅎㅎ 가스레인지 쓰지말구 인덕션으로 당장~바꾸세요 삶의질상승 입니다 진촤루!!ㅋㅋ",2025-12-11 14:34:09+00:00
2,683632126492,5,"♡예쁜 쿠쿠 무광 인덕션 사용 후기♡ 화이트 컬러라 주방이 전체적으로 깔끔해 보이고, 상판이 평평해서 청소가 정말 편해요. 요리하다가 국물 튀어도 바로 닦으면 얼룩 없이 정리돼서 만족합니다. 화력 조절도 세분화되어 있어서 물 끓일 때나 볶음 요리할 때 모두 안정적이고, 예열 속도도 빨라서 가스레인지 쓸 때보다 요리 시간이 줄었어요. 작동 소음은 거의 없는 편이고, 터치 방식이라 조작도 직관적입니다. 특히 타이머 기능이 있어서 끓이다가 깜빡할 걱정이 줄었고, 안전 잠금 기능 덕분에 아이 있는 집에서도 안심하고 사용할 수 있을 것 같아요. 전체적으로 디자인, 성능, 사용 편의성 모두 만족스러운 인덕션이라 추천합니다.",2025-12-23 09:04:31+00:00
2,690091023041,5,"신혼가전으로 여러가지 인덕션 구매고민하다가 쿠쿠인덕션 선택했는데 후회없습니다! 인덕션 사이즈에 맞게 싱크대상판을 미리 시공해놔서 기사님이 어렵지않게 후다닥 설치해주고가셨어요. 설치이후 조작법도 알려주시고 친절하셨습니다. 인덕션 처음 사용해보는데 어렵지않게 사용할수있고, 요리할때 인덕션 소리는 조금 들리지만 크게 거슬릴정도는 아니었습니다. 깔끔한 디자인과 쿠폰적용해서 잘산거같아요. 인덕션세척제도 기사님께서 따로주셨어요. 고민하시는분들 쿠쿠인덕션 추천드립니다!",2025-12-28 13:16:37+00:00
2,695317264270,5,"요리하는 걸 좋아해서 “센 불 요리는 역시 가스레인지지~” 하는 생각으로 주변에서 다들 하이라이트나 인덕션으로 바꿀 때도 혼자 끝까지 가스레인지를 고집해 왔어요. 그러다 여태 잘 쓰던 가스레인지가 고장 나서 주변에 물어보니 다들 인덕션을 추천하더라고요. 하이라이트 쓰는 친구들마저 “다시 산다면 인덕션”이라고 해서 검색 끝에 후기가 가장 많은 쿠쿠 인덕션으로 결정했습니다. 직접 써보니 가장 놀랐던 건 조리 속도였어요. 센 불 요리를 자주 하는 편인데, 가스레인지 쓸 때와 체감상 큰 차이가 없고 오히려 빠르게 올라와서 답답함이 전혀 없더라고요. 그리고 무엇보다 좋았던 건 관리예요. 요리 다 하고 나서 행주로 한 번 싹 닦아주면 끝이라 기름때 쌓일 걱정도 없고, 주방이 항상 깔끔하게 유지돼요. 왜 다들 인덕션으로 바꾸는지 이제야 알 것 같아요. 가스레인지 오래 쓰던 분들이라면 저처럼 걱정할 필요 없이 한 번 써보셔도 좋을 것 같아요",2025-12-21 14:04:36+00:00
2,701857275280,1,"진짜 이런 글 잘 안남기는데요 .. 정말 너무하다 싶어서 남깁니다. 우선 구입하고 설치까지 걸린시간은 2일. 설치까지 걸리는 시간은 충분히 빨랐습니다. 그런데 설치를 어떻게 하느냐가 정말.. 지금까지 많은 가전제품을 구입해왔습니다만, 이런 경우를 보긴 또 처음이네요. 타공을 해야하고 분진이 발생하는 작업인데도 청소기도 물티슈도 안 가지고 오시고 저희에게 다 요청하시고 주변에 마스킹비닐 같은거로 덮어주시던가 타공하면서 동시에 청소기로를 빨아들이시던가 해주셔야지.. 진짜 벽이랑 가구에 분진 다 붙고 타공한 자리 아래 서랍속에도 타공 잔해물 떨어져서 치우느라 엄청 애먹었어요 기존에 가스레인지를 치우니까 스펀지 삭은검은 자국이 있었는데 제품을 올리기 전 스크레퍼 같은걸로 밀어주시면 안되는 건가요? 바로 그 위에 올려버리시면 ..보이는 부분을 긁어냈지만 안에까지 못 긁어서 찝찝하더라구요 그리고, 매립식 가능여부를 모르는 고객 입장에서는 현장에서 추가요금이 갑자기 발생하는 것 역시 불만사항이네요. 3센치 올리는데 10만원이고 내기싫으시면 취소하시라고 말씀하시는것도 당황스러웠습니다. 설치 끝나고, 혹시나하고 별점 낮은 순의 리뷰를 봤더니 비슷한 상황의 구매자분들이 많네요 ㅎㅎ;;; 쿠쿠...실망이 큰 상황입니다. 설치기사에 대한 교육이 절실한 부분입니다.",2025-11-16 20:19:03+00:00
2,729898264226,1,8월31일 첫방문 ~ 9월13일까지 총 4번의 방문 끝에 설치 완료했습니다. 설치과정에서 얼마나 반품하고싶었는지 몰라요. 첫날 방문에서는 타공 공구를 안들고오셨다면서 돌아가셨구요. 9월로 넘어가면서 설치기사님이 바뀌셨는데 전 설치기사님한테 인수인계를 못받으셨다고 하시더라고요? 두번째 할때는 타공부분도 삐뚤삐뚤하고(전문타공업체가 아니라서 삐뚤한건 어쩔수없다 그래서 우리는 이걸 무료로 제공하고 있다라고 설명하셨어요.) 분진가루나 이런거 바닥이랑 오븐뒤로 다 쏟아졌는데 청소도 안하고 가셨더라고요? 제가 얼마나 많이 전화했는지 몰라요. 출장비 든다고해서 제가 출장비 드릴테니깐 와서 청소 해달라고 얼마나 부탁했는데 세번째 방문에서는 청소도구를 하나도 안들고오셨더라고요? 네번째 방문때는 청소도구 없어서 저희가 다른집에 가서 청소기 빌려왔고요. 제가 문의센터에 전화해서 설치기사님 이름좀 알고싶다고 해당 평택점에다가 연락좀 부탁드린다고 했던거 같은데 끝까지 연락도 없고 사과 한마디도 없더라고요? 평택지점에서 사과 한마디라도 했으면 이렇게까지 리뷰 남기지 않았을텐데 아쉽네요.,2024-09-19 12:31:53+00:00
2,730254391330,5,"인덕션, 요리 속도·안전·청소 차이가 이렇게 큽니다 ⭐ 이사하면서 주방에서 제일 크게 바꾼 게 쿡탑이었어요. 이전 집에서는 하이라이트를 썼는데, 솔직히 느리고, 잔열 무섭고, 아이 있는 집엔 늘 신경 쓰이더라고요. 이번에 **쿠쿠 인덕션(화이트 3구)**로 바꾸고 나서 왜 다들 인덕션 추천하는지 바로 알겠어요. ✔ 체감 1. 속도가 다름 물 올리고 1분도 안 돼서 기포가 올라와요. 라면, 국 데우기, 분유 물 끓일 때까지 “기다린다”는 느낌이 거의 없어요. 이건 써본 사람들 후기에서 제일 많이 보던 말인데, 진짜 공감됩니다. ✔ 체감 2. 넓게 써서 요리가 편함 3구라서 동시에 조리해도 여유 있고 큰 냄비, 팬 올려도 답답하지 않아요. 이사 후 주방 동선 정리하면서 제일 만족한 부분이에요. ✔ 체감 3. 아이·반려동물 있는 집엔 락 기능 필수 이건 진짜… 아이 있는 집, 반려동물 있는 집이면 락 기능 때문에라도 인덕션 추천하고 싶어요. 실수로 터치될 걱정 없고 주방에 대한 불안감이 확 줄어요. ✔ 체감 4. 유광 상판 = 관리 스트레스 ↓ 유광이라 지문 걱정했는데 오히려 쓱 닦으면 바로 깨끗해져요. 기름 튀어도 눌어붙지 않아서 이사 후 바쁜 와중에 청소 부담이 적은 게 정말 큰 장점이었어요.",2026-01-02 21:37:29+00:00
2,733528324715,1,"고장난거 설치받았습니다. 10월1일에 구매했고 아직 새제품 못받았습니다. 새제품 잘만 판매하고있으면서 이미 구매한 고객에게 올 제품은 없어서 기다리라고하네요. 케이스사이즈가 5mm모자라서 삼성취소하고, 1cm작은 쿠쿠로 주문했는데 너무 별로입니다. 2류엔 이유가 있는거같아요. 큰돈차이도 아닌데 삼성사세요.",2025-12-01 21:25:21+00:00
